Complexity,Loss,Equation
1,0.96028584,"4.035339"
3,0.9531753,"x0 ^ 0.32162794"
5,0.9530782,"(x0 * 0.015297997) + 2.8629436"
6,0.9529858,"(x0 + cos2(x0)) ^ 0.32119817"
7,0.95250744,"(log(cos2(x0)) + x0) ^ 0.3232269"
8,0.95243025,"((-0.0031085848 / cos2(x0)) + x0) ^ 0.3219377"
9,0.952082,"(log(cos2(x0 / 0.4432678)) + x0) ^ 0.32232296"
10,0.9515561,"(x0 + square(exp(cos2(x0 / -0.45062286)))) ^ 0.31775808"
