Complexity,Loss,Equation
1,0.6352546,"4.378372"
2,0.6346997,"log(x0)"
4,0.6326027,"exp(x0 ^ 0.08988549)"
5,0.6324321,"(x0 * 0.009530522) + 3.647979"
6,0.63230175,"(cube(x0) * 5.510322e-7) + 4.126606"
7,0.62872577,"log(x0 - tan(x0 * -0.574279))"
9,0.6271601,"log(x0 - tan(x0 * -0.5733206)) * 1.0112859"
